doc_id,	name,	surname,	acm_key
1009192, 'Sanjeev', 'Khanna', 'P259910'
1009192, 'Venkatesan', 'Guruswami', 'P290391'
1009317, 'Jiawei', 'Han', 'P139998'
1009317, 'Guozhu', 'Dong', 'P100691'
1009317, 'Joyce', 'Lam', 'P470296'
1009317, 'Jian', 'Pei', 'P139666'
1009317, 'Ke', 'Wang', 'P158673'
1009317, 'Wei', 'Zou', 'P344506'
1010995, 'Thomas', 'Arts', 'P280232'
1010995, 'Clara', 'Benac Earle', 'P683096'
1010995, 'John', 'Derrick', 'P143537'
1011175, 'Andrej', 'Bauer', 'P17614'
1011175, 'Lars', 'Birkedal', 'P168796'
1011175, 'Dana', 'Scott', 'P58402'
1011176, 'Cristiano', 'Calcagno', 'P50579'
1011177, 'Andrea', 'Schalk', 'P316424'
1011177, 'Valeria', 'de Paiva', 'P289915'
1011479, 'Bernhard', 'Reus', 'P364108'
1011479, 'Thomas', 'Streicher', 'P281706'
1011512, 'Soo-Mook', 'Moon', 'P266164'
1011512, 'Jinpyo', 'Park', 'P141041'
1011810, 'Dana', 'Angluin', 'P58344'
1011810, 'Michael', 'Fischer', 'P196963'
1011810, 'James', 'Aspnes', 'P131605'
1011810, 'Zo&#235;', 'Diamadi', 'P683487'
1011810, 'Ren&#233;', 'Peralta', 'P683479'
1011820, 'Christian', 'Cachin', 'P46543'
1011820, 'Reto', 'Strobl', 'P399828'
1011932, 'John', 'Zweck', 'P146675'
1011932, 'Lance', 'Williams', 'P168313'
1012676, 'Carlo', 'Blundo', 'P41060'
1012676, 'Sebasti&agrave;', 'Mart&iacute;n', 'P684012'
1012676, 'Barbara', 'Masucci', 'P27719'
1012676, 'Carles', 'Padr&oacute;', 'P41033'
1013562, 'Thomas', 'Schwentick', 'P281612'
1013562, 'Frank', 'Neven', 'P86057'
1013562, 'Victor', 'Vianu', 'P290932'
1013566, 'David', 'Basin', 'P60544'
1013566, 'Manuel', 'Clavel', 'P356169'
1013566, 'Jos&eacute;', 'Meseguer', 'P148282'
1013681, 'Peter', 'Damaschke', 'P223881'
1013707, 'Jonathan', 'Burton', 'P147175'
1013707, 'Maciej', 'Koutny', 'P185793'
1013707, 'Giuseppe', 'Pappalardo', 'P98218'
1013722, 'Christian', 'Cachin', 'P46543'
1013757, 'N.', 'Danner', 'P684699'
1013757, 'C.', 'Pollett', 'P523204'
1013758, 'M.', 'Hofmann', 'P179814'
1013758, 'P.', 'Scott', 'P217714'
1013817, 'Pat', 'Morin', 'P219823'
1013817, 'John', 'Iacono', 'P144407'
1013817, 'Godfried', 'Toussaint', 'P98603'
1013817, 'Herv&#233;', 'Br&#246;nnimann', 'P400592'
1013817, 'Jyrki', 'Katajainen', 'P151767'
1013817, 'Jason', 'Morrison', 'P467145'
1013820, 'Alejandro', 'Hevia', 'P13445'
1013820, 'Marcos', 'Kiwi', 'P188095'
1013843, 'Kewal', 'Saluja', 'P161280'
1013843, 'Thomas', 'Clouqueur', 'P386352'
1013843, 'Parameswaran', 'Ramanathan', 'P219537'
1013859, 'Avi', 'Elkharrat', 'P684619'
1013859, 'Christiane', 'Frougny', 'P46888'
1013859, 'Jean-Pierre', 'Gazeau', 'P637358'
1013859, 'Jean-Louis', 'Verger-Gaugry', 'P136644'
1014075, 'Jennifer', 'Widom', 'P138452'
1014075, 'Glen', 'Jeh', 'P513751'
1014532, 'Michael', 'Ernst', 'P196905'
1014532, 'Nancy', 'Lynch', 'P206974'
1014532, 'Toh', 'Win', 'P498717'
1014532, 'Stephen', 'Garland', 'P268296'
1014532, 'Dilsun', 'K&#x0131;rl&#x0131;', 'P685277'
1014970, 'John', 'Byers', 'P143159'
1014970, 'Danny', 'Raz', 'P59733'
1014970, 'Yair', 'Bartal', 'P304418'
1014977, 'Bin', 'Han', 'P30676'
1014977, 'Qun', 'Mo', 'P685818'
1014985, 'Alexander', 'Serebrenik', 'P14243'
1014985, 'Danny', 'De Schreye', 'P59698'
1014992, 'Marta', 'Kwiatkowska', 'P191796'
1014992, 'Gethin', 'Norman', 'P383866'
1014992, 'David', 'Parker', 'P63236'
1014994, 'Karen', 'Yorav', 'P471666'
1014994, 'Orna', 'Grumberg', 'P212296'
1014994, 'S&#x00e9;rgio', 'Campos', 'P685959'
1014994, 'Copty', 'Fady', 'P685957'
1015045, 'Gene', 'Tsudik', 'P94763'
1015045, 'Yair', 'Amir', 'P304415'
1015045, 'Yongdae', 'Kim', 'P306270'
1015045, 'Cristina', 'Nita-Rotaru', 'P386278'
1015499, 'Guido', 'Appenzeller', 'P100269'
1015499, 'Isaac', 'Keslassy', 'P599942'
1015499, 'Nick', 'McKeown', 'P208669'
1015505, 'Hari', 'Balakrishnan', 'P107458'
1015505, 'Scott', 'Shenker', 'P261147'
1015505, 'Ion', 'Stoica', 'P116688'
1015505, 'Sylvia', 'Ratnasamy', 'P337813'
1015505, 'Karthik', 'Lakshminarayanan', 'P642716'
1015505, 'Michael', 'Walfish', 'P687026'
1015755, 'Zoran', 'Popovi&cacute;', 'P310471'
1015755, 'Keith', 'Grochow', 'P686336'
1015755, 'Steven', 'Martin', 'P686354'
1015755, 'Aaron', 'Hertzmann', 'P9996'
1016052, 'Ren&#233;', 'van Oostrum', 'P636937'
1016052, 'Remco', 'Veltkamp', 'P240600'
1016179, 'Matthew', 'Andrews', 'P194403'
1016179, 'Lisa', 'Zhang', 'P172590'
1016210, 'Alex', 'Samorodnitsky', 'P13836'
1016210, 'Eldar', 'Fischer', 'P76225'
1016210, 'Dana', 'Ron', 'P58400'
1016210, 'Guy', 'Kindler', 'P100889'
1016210, 'Shmuel', 'Safra', 'P264381'
1016490, 'Kees', 'van Overveld', 'P158749'
1016490, 'B.', 'Wyvill', 'P27110'
1016857, 'David', 'Herman', 'P693059'
1016857, 'Philippe', 'Meunier', 'P693064'
1016897, 'Mikkel', 'Thorup', 'P200864'
1016897, 'Bernard', 'Fortz', 'P350631'
1017155, 'Frans', 'Voorbraak', 'P86361'
1017463, 'Shlomi', 'Dolev', 'P264331'
1017463, 'Jennifer', 'Welch', 'P138447'
1017478, 'Andr&#233;', 'Pang', 'P693818'
1017478, 'Don', 'Stewart', 'P693821'
1017478, 'Sean', 'Seefried', 'P693824'
1017478, 'Manuel', 'Chakravarty', 'P187027'
1017779, 'Jan', 'Carlson', 'P570409'
1017779, 'Bj&#246;rn', 'Lisper', 'P694281'
1017794, 'Oleg', 'Kiselyov', 'P211696'
1017794, 'Kedar', 'Swadi', 'P694292'
1017794, 'Walid', 'Taha', 'P296070'
1018238, 'Klara', 'Nahrstedt', 'P162174'
1018238, 'Xiaohui', 'Gu', 'P437254'
1018238, 'Alan', 'Messer', 'P382542'
1018238, 'Ira', 'Greenberg', 'P116734'
1018238, 'Dejan', 'Milojicic', 'P343717'
1018355, 'Vladimir', 'Kolmogorov', 'P500996'
1018355, 'Yuri', 'Boykov', 'P308274'
1018405, 'Ronen', 'Shaltiel', 'P249366'
1018452, 'Alex', 'Shvartsman', 'P13847'
1018452, 'Chryssis', 'Georgiou', 'P387377'
1018452, 'Alexander', 'Russell', 'P14212'
1018488, 'Luca', 'Aceto', 'P173915'
1018488, 'Wan', 'Fokkink', 'P296518'
1018488, 'Rob', 'van Glabbeek', 'P243918'
1018488, 'Anna', 'Ing&#243;lfsd&#243;ttir', 'P508082'
1022335, 'Ken', 'Kaneiwa', 'P159476'
1022634, 'Fabian', 'Kuhn', 'P386418'
1022634, 'Roger', 'Wattenhofer', 'P248136'
1022634, 'Thomas', 'Moscibroda', 'P683481'
102375, 'S.', 'Garland', 'P253551'
102375, 'J.', 'Guttag', 'P123223'
102375, 'J.', 'Horning', 'P123692'
1023754, 'Yi', 'Yang', 'P540061'
1023754, 'Mineo', 'Takai', 'P201217'
1023754, 'Rajive', 'Bagrodia', 'P238163'
1023754, 'Zhengrong', 'Ji', 'P380410'
1023754, 'Junlan', 'Zhou', 'P322300'
1024018, 'Pierre', 'McKenzie', 'P227363'
1024022, 'Dana', 'Ron', 'P58400'
1024022, 'Michael', 'Krivelevich', 'P197735'
1024022, 'Tali', 'Kaufman', 'P362421'
1024079, 'Timothy', 'Davis', 'P282599'
1024079, 'John', 'Gilbert', 'P143941'
1024079, 'Stefan', 'Larimore', 'P694150'
1024079, 'Esmond', 'Ng', 'P79300'
1024149, 'Mikkel', 'Thorup', 'P200864'
1024149, 'David', 'Karger', 'P62280'
1024149, 'Philip', 'Klein', 'P226326'
1024149, 'Cliff', 'Stein', 'P49400'
1024149, 'Neal', 'Young', 'P207817'
1024162, 'Karen', 'Aardal', 'P156674'
1024162, 'Arjen', 'Lenstra', 'P21481'
1024429, 'Pedro', 'Felzenszwalb', 'P666458'
1024429, 'Daniel', 'Huttenlocher', 'P58912'
1024484, 'Krzysztof', 'Apt', 'P163368'
1024484, 'Eric', 'Monfroy', 'P78316'
1024485, 'Fran&ccedil;ois', 'Fages', 'P84897'
1024485, 'Emmanuel', 'Coquery', 'P454819'
1024923, 'David', 'Griffioen', 'P61804'
1024923, 'Frits', 'Vaandrager', 'P87152'
1027341, 'Douglas', 'Blough', 'P69605'
1027341, 'Paolo', 'Santi', 'P339370'
1027341, 'Giovanni', 'Resta', 'P97986'
102808, 'Maurice', 'Herlihy', 'P195001'
1028478, 'Ben', 'Lynn', 'P446001'
1028478, 'Dan', 'Boneh', 'P57949'
1028478, 'Hovav', 'Shacham', 'P463363'
1029119, 'Levente', 'Butty&#225;n', 'P516182'
1029119, 'Istv&#225;n', 'Vajda', 'P698558'
1029199, 'Nick', 'Feamster', 'P433581'
1029199, 'Roger', 'Dingledine', 'P314461'
1029351, 'Simone', 'Martini', 'P265602'
1029351, 'Andrea', 'Asperti', 'P17059'
1029351, 'Paolo', 'Coppola', 'P219392'
1029352, 'Rocco', 'Servedio', 'P247431'
1029901, 'Michael', 'Ernst', 'P196905'
1029901, 'Jeff', 'Perkins', 'P699730'
1030096, 'Xavier', 'Boyen', 'P301612'
1030130, 'Yevgeniy', 'Dodis', 'P305419'
1030130, 'Danfeng', 'Yao', 'P675073'
1030130, 'Nelly', 'Fazio', 'P483202'
1030130, 'Anna', 'Lysyanskaya', 'P347167'
103064, 'Dewayne', 'Perry', 'P66337'
103064, 'Gail', 'Kaiser', 'P93522'
103149, 'L.', 'Shampine', 'P167340'
103149, 'I.', 'Gladwell', 'P114108'
103149, 'R.', 'Brankin', 'P230928'
1031806, 'Urs', 'Hasler', 'P703501'
1031806, 'Anna', 'Schneebeli', 'P703498'
1031806, 'Dominik', 'Sch&#246;tzau', 'P401687'
1031858, 'Lars', 'Arge', 'P168787'
1031858, 'Jan', 'Vahrenhold', 'P134365'
1032082, 'Carsten', 'Damm', 'P41840'
1032082, 'Matthias', 'Krause', 'P194796'
1032082, 'Christoph', 'Meinel', 'P47301'
1032082, 'Stephan', 'Waack', 'P267828'
1032163, 'Georgios', 'Varsamopoulos', 'P336955'
1032163, 'Sandeep', 'Gupta', 'P259358'
1032502, 'Alex', 'Ramirez', 'P334584'
1032502, 'Mateo', 'Valero', 'P194181'
1032502, 'Josep', 'Larriba-Pey', 'P513569'
1035549, 'Alistair', 'Sinclair', 'P15181'
1035549, 'Ben', 'Morris', 'P446003'
1035752, 'Scott', 'Stoller', 'P261183'
1035755, 'Ted', 'Herman', 'P278786'
1035756, 'Dahlia', 'Malkhi', 'P57619'
1035756, 'Michael', 'Merritt', 'P198098'
1035756, 'Ohad', 'Rodeh', 'P339581'
1035757, 'J.-M.', 'H&#233;lary', 'P704117'
1035757, 'A.', 'Mostefaoui', 'P6508'
1035757, 'R.', 'Netzer', 'P234598'
1035757, 'M.', 'Raynal', 'P183030'
1035761, 'Gurdip', 'Singh', 'P100702'
1035782, 'Dahlia', 'Malkhi', 'P57619'
1035782, 'Michael', 'Reiter', 'P198559'
1035802, 'Madhavan', 'Mukund', 'P185877'
1035802, 'Milind', 'Sohoni', 'P327587'
1035804, 'Gurdip', 'Singh', 'P100702'
1035806, 'Alessandro', 'Panconesi', 'P13630'
1035806, 'Marina', 'Papatriantafilou', 'P189424'
1035806, 'Philippas', 'Tsigas', 'P226604'
1035806, 'Paul', 'Vit&#225;nyi', 'P400638'
1036015, 'Dror', 'Irony', 'P453579'
1036015, 'Sivan', 'Toledo', 'P265776'
1036015, 'Alexander', 'Tiskin', 'P704797'
1036164, 'Aravind', 'Srinivasan', 'P21252'
1036164, 'Rajiv', 'Gandhi', 'P489025'
1036164, 'Samir', 'Khuller', 'P259084'
1036205, 'Renato', 'Bruni', 'P489699'
1036463, 'Petr', 'Kolman', 'P335043'
1036463, 'Ji&#345;&#237;', 'Matou&#353;ek', 'P659420'
1037116, 'J.', 'Garcia-Luna-Aceves', 'P122778'
1037116, 'Jyoti', 'Raju', 'P616895'
1037287, 'Rosie', 'Jones', 'P249659'
1037287, 'Rayid', 'Ghani', 'P239820'
1037287, 'Dunja', 'Mladenic', 'P70448'
1038132, 'Dmitry', 'Pavlov', 'P67670'
1038132, 'David', 'Pennock', 'P339921'
1038132, 'C.', 'Giles', 'P36478'
1038132, 'Eren', 'Manavoglu', 'P523299'
1038162, 'Jaideep', 'Vaidya', 'P512303'
1038162, 'Chris', 'Clifton', 'P45986'
1038204, 'Himanshu', 'Gupta', 'P110611'
1038204, 'Inderpal', 'Mumick', 'P116356'
1039213, 'Ronen', 'Brafman', 'P249361'
1039213, 'Moshe', 'Tennenholtz', 'P203104'
1039285, 'J.', 'Beauquier', 'P120308'
1039285, 'B.', 'B&#233;rard', 'P707077'
1039285, 'L.', 'Fribourg', 'P165699'
1039285, 'F.', 'Magniette', 'P707078'
1039329, 'Iordanis', 'Kerenidis', 'P347177'
1039329, 'Ronald', 'de Wolf', 'P249336'
1039333, 'Satish', 'Rao', 'P260398'
1039333, 'Kunal', 'Talwar', 'P439341'
1039333, 'Jittat', 'Fakcharoenphol', 'P439337'
1039411, 'Fr&#233;d&#233;ric', 'Vivien', 'P706980'
1039411, 'St&#233;phane', 'Genaud', 'P706981'
1039411, 'Arnaud', 'Giersch', 'P444746'
1039491, 'David', 'Kempe', 'P62311'
1039491, 'Jon', 'Kleinberg', 'P146929'
1039491, 'Alan', 'Demers', 'P12363'
1039494, 'Santosh', 'Vempala', 'P260072'
1039494, 'Alan', 'Frieze', 'P12433'
1039494, 'Ravi', 'Kannan', 'P239544'
1039903, 'PaweL', 'Hitczenko', 'P707263'
1039903, 'Carla', 'Savage', 'P41008'
1039913, 'Yuval', 'Rabani', 'P308483'
1039913, 'Howard', 'Karloff', 'P112169'
1039913, 'Gruia', 'Calinescu', 'P100082'
1039958, 'Jan', 'Verschelde', 'P134386'
1039958, 'Andrew', 'Sommese', 'P18366'
1039958, 'Charles', 'Wampler', 'P44104'
1040296, 'Stephanie', 'Weirich', 'P267927'
1040296, 'Dimitrios', 'Vytiniotis', 'P707598'
1040296, 'Geoffrey', 'Washburn', 'P639763'
1040306, 'Simon', 'Marlow', 'P265492'
1040306, 'Simon', 'Jones', 'P265454'
1040306, 'Manuel', 'Chakravarty', 'P187027'
1040306, 'Gabriele', 'Keller', 'P93389'
104888, 'Javier', 'Campos', 'P135625'
104888, 'Manuel', 'Silva', 'P187115'
104888, 'Giovanni', 'Chiola', 'P97917'
105529, 'Charles', 'Bouman', 'P43190'
105529, 'Bede', 'Liu', 'P28442'
116694, 'David', 'Lowe', 'P62674'
122730, 'Robert', 'Zeleznik', 'P246989'
122730, 'John', 'Hughes', 'P144378'
122730, 'Andries', 'van Dam', 'P18594'
122730, 'D.', 'Conner', 'P52777'
122730, 'Matthias', 'Wloka', 'P194860'
122730, 'Daniel', 'Aliaga', 'P58480'
122730, 'Nathan', 'Huang', 'P207596'
122730, 'Philip', 'Hubbard', 'P226292'
122730, 'Brian', 'Knep', 'P32741'
122730, 'Henry', 'Kaufman', 'P109576'
122744, 'Chakib', 'Bennis', 'P42645'
122744, 'Jean-Marc', 'V&eacute;zien', 'P136744'
122744, 'G&eacute;rard', 'Igl&eacute;sias', 'P88254'
123208, 'Kang', 'Shin', 'P156497'
123208, 'Ming-Syan', 'Chen', 'P201388'
123764, 'Stephen', 'Cameron', 'P268088'
123764, 'Chee-Keng', 'Yap', 'P44337'
125347, 'Jeffrey', 'Elman', 'P137666'
126122, 'Susanne', 'Hambrusch', 'P272360'
126122, 'Ajay', 'Gupta', 'P11553'
126238, 'James', 'Purtilo', 'P133288'
126238, 'John', 'Callahan', 'P143171'
126248, 'Keith', 'Gallagher', 'P158988'
126248, 'James', 'Lyle', 'P132900'
126271, 'Mohamed', 'Gouda', 'P202216'
126271, 'Ted', 'Herman', 'P278786'
126289, 'Xiaodong', 'Zhang', 'P301933'
126289, 'Xiaohan', 'Qin', 'P301966'
128907, 'Dik', 'Lee', 'P67062'
128907, 'Chun-Wu', 'Leng', 'P48366'
129814, 'Hamish', 'Taylor', 'P106504'
129815, 'Zahira', 'Ammarguellat', 'P309317'
130623, 'Barton', 'Miller', 'P28277'
130623, 'Robert', 'Netzer', 'P245958'
132280, 'Paul', 'Fishwick', 'P221314'
132280, 'Bernard', 'Zeigler', 'P29445'
133966, 'Philip', 'Yu', 'P226577'
133966, 'Ming-Syan', 'Chen', 'P201388'
133966, 'Hans-Ulrich', 'Heiss', 'P107244'
133966, 'Sukho', 'Lee', 'P271249'
136560, 'Robyn', 'Lutz', 'P247419'
136560, 'Johnny', 'Wong', 'P146755'
138370, 'Ronald', 'Boisvert', 'P248907'
138370, 'Bonita', 'Saunders', 'P31543'
138875, 'Ramesh', 'Govindan', 'P238774'
138875, 'David', 'Anderson', 'P60400'
138875, 'Yoshitomo', 'Osawa', 'P306774'
139623, 'Peter', 'Dayan', 'P223898'
142630, 'Barry', 'Arons', 'P27932'
142634, 'Satoshi', 'Matsuoka', 'P260479'
142634, 'Shin', 'Takahashi', 'P263944'
142634, 'Akinori', 'Yonezawa', 'P11746'
142634, 'Tomihisa', 'Kamada', 'P283968'
142634, 'Ken', 'Miyashita', 'P159525'
142678, 'Micha', 'Sharir', 'P196147'
142678, 'Emo', 'Welzl', 'P77525'
142678, 'Ji&rcaron;&iacute;', 'Matou&scaron;ek', 'P139506'
142824, 'Mark', 'Green', 'P190320'
142824, 'Chris', 'Shaw', 'P46338'
142824, 'Jiandong', 'Liang', 'P139757'
142824, 'Yunqi', 'Sun', 'P308233'
146489, 'Randy', 'Pausch', 'P239250'
146489, 'Matthew', 'Conway', 'P194450'
146489, 'Robert', 'Deline', 'P244628'
146810, 'W.', 'Croft', 'P293316'
146810, 'Robert', 'Krovetz', 'P245475'
146958, 'A.', 'Offutt', 'P6838'
146958, 'Robert', 'Geist', 'P244955'
146958, 'Frederick', 'Harris', 'P86865'
147654, 'Nicolas', 'Halbwachs', 'P208854'
147654, 'Christophe', 'Ratel', 'P47436'
147654, 'Fabienne', 'Lagnier', 'P83296'
151265, 'David', 'McAllester', 'P62830'
151529, 'Sanguthevar', 'Rajasekaran', 'P259789'
151529, 'Keith', 'Ross', 'P159141'
152393, 'Paolo', 'Ciancarini', 'P219385'
154265, 'Mary', 'Harrold', 'P193125'
154265, 'A.', 'Offutt', 'P6838'
154265, 'Roland', 'Untch', 'P248333'
155220, 'Gopal', 'Gupta', 'P98697'
155220, 'Bharat', 'Jayaraman', 'P30164'
155274, 'Moshe', 'Vardi', 'P203106'
155274, 'Gabriel', 'Kuper', 'P93325'
155351, 'Kurt', 'Siegl', 'P163863'
155757, 'Brian', 'Kernighan', 'P32727'
155757, 'Jon', 'Bentley', 'P146821'
155757, 'Mary', 'Fernandez', 'P193079'
155757, 'Norman', 'Schryer', 'P210329'
156851, 'Steven', 'Salzberg', 'P270284'
156851, 'Scott', 'Cost', 'P260790'
158432, 'Laura', 'Dillon', 'P169020'
163631, 'Christer', 'Fernstr&ouml;m', 'P46475'
163631, 'Reidar', 'Conradi', 'P240382'
163631, 'Alfonso', 'Fuggetta', 'P14645'
165177, 'Rajendra', 'Boppana', 'P238024'
165177, 'Suresh', 'Chalasani', 'P271745'
165304, 'Bernhard', 'Plattner', 'P29679'
165304, 'John', 'Baldeschwieler', 'P142794'
165304, 'Thomas', 'Gutekunst', 'P280732'
172892, 'David', 'Grabiner', 'P61761'
172892, 'Peter', 'Magyar', 'P224710'
173828, 'Jos&eacute;', 'Duato', 'P148166'
173847, 'David', 'Cohn', 'P61038'
173847, 'Richard', 'Ladner', 'P242348'
173847, 'Eve', 'Riskin', 'P79916'
174610, 'Alexandra', 'Poulovassilis', 'P14407'
174610, 'Mark', 'Levene', 'P190614'
174651, 'Rajeev', 'Alur', 'P237979'
174651, 'Thomas', 'Henzinger', 'P280800'
174657, 'Mohamed', 'Gouda', 'P202216'
174657, 'Ambuj', 'Singh', 'P15908'
174657, 'James', 'Anderson', 'P131574'
174661, 'Noga', 'Alon', 'P209895'
174661, 'Nimrod', 'Megiddo', 'P209428'
176460, 'Ryan', 'Stansifer', 'P250773'
176460, 'Mike', 'Beaven', 'P200353'
176473, 'David', 'Binkley', 'P60642'
176519, 'Kim', 'Marriott', 'P161646'
176519, 'Harald', 'S&oslash;ndergaard', 'P107394'
176522, 'Kim', 'Marriott', 'P161646'
176522, 'Peter', 'Stuckey', 'P225345'
176580, 'Hong', 'Qin', 'P111639'
176580, 'Demetri', 'Terzopoulos', 'P65355'
176583, 'B.', 'Vemuri', 'P26937'
176583, 'A.', 'Radisavljevic', 'P7432'
176684, 'Johannes', 'Kobler', 'P400608'
176684, 'Thomas', 'Thierauf', 'P281746'
176691, 'Frank', 'Ruskey', 'P86122'
176691, 'Gara', 'Pruesse', 'P93704'
176717, 'Marek', 'Karpinski', 'P188216'
176717, 'Michael', 'Singer', 'P198855'
176717, 'Dima', 'Grigoriev', 'P67106'
176718, 'Giuseppe', 'Persiano', 'P98223'
176718, 'Alfredo', 'Santis', 'P400560'
176724, 'Shafi', 'Goldwasser', 'P262430'
176724, 'Mihir', 'Bellare', 'P200250'
177562, 'Micha', 'Sharir', 'P196147'
177562, 'Gill', 'Barequet', 'P97632'
177575, 'Keith', 'Cooper', 'P158954'
177575, 'Linda', 'Torczon', 'P172156'
177575, 'Preston', 'Briggs', 'P228313'
177725, 'Orna', 'Grumberg', 'P212296'
177725, 'David', 'Long', 'P62659'
177739, 'Scott', 'Smolka', 'P261162'
177739, 'Yuh-Jzer', 'Joung', 'P307781'
177759, 'Mikkel', 'Thorup', 'P200864'
177973, 'Brad', 'Calder', 'P31864'
177973, 'Dirk', 'Grunwald', 'P67470'
178130, 'Serge', 'Plotkin', 'P261897'
178130, 'Philip', 'Klein', 'P226326'
178130, 'Eva', 'Tardos', 'P79811'
178130, 'Clifford', 'Stein', 'P49467'
178404, 'Thomas', 'Fairgrieve', 'P280589'
178404, 'T.', 'Hull', 'P274791'
178404, 'Ping-Tak', 'Tang', 'P227707'
178710, 'William', 'Spears', 'P300037'
178710, 'Diana', 'Gordon', 'P66464'
178710, 'Kenneth', 'De Jong', 'P160006'
178739, 'Jude', 'Shavlik', 'P150213'
178739, 'Geoffrey', 'Towell', 'P95071'
181256, 'L.', 'Rodman', 'P167172'
181256, 'A.', 'Ran', 'P7493'
181336, 'Oscar', 'Plata', 'P212421'
181336, 'Francisco', 'Rivera', 'P85484'
181559, 'O.', 'Temam', 'P211325'
